film,sinopsis,genre
Sagarmatha (Aug),shila (nadine chandrawinata) dan kirana (ranggani puspandya) bersahabat semenjak duduk di bangku kuliah. mereka pergi ke nepal untuk mewujudkan mimpi mendaki pegunungan himalaya. lewat india mereka bertualang masuk ke perbatasan nepal. sepanjang perjalanan mereka menemukan jawaban atas pertanyaan-pertanyaan seputar nasib dan meninggal kedewasaan cinta dan harapan. hingga akhirnya keduanya menapaki himalaya satu persatu pertentangan muncul. shila mulai kesal dengan kirana yang semakin ambisius. kirana pun merasa shila mulai menyimpan rahasia. jauh dari tanah air sejengkal lagi meraih mimpi.,Laga
Perawan rimba (Aug),ketika sebuah pesawat terbang jatuh di sebuah pulau gadis terpencil yang selamat hanya jelita kecil berusia balita dan ayahnya. tetapi keduanya terpisah. di pulau itu eksistensi dua kelompok suku terasing yang belasan tahun kemudian menarik paralog antropologi untuk menyelidikinya. penyelidikan pertama yang dipimpin oleh prof. seno mengalami kegagalan. datang penyelidik berikutnya dipimpin haidar didampingi oleh seorang pemburu tua. penyelidikan ini pun nyaris gagal karena mendapat ancaman dari kelompok pemburu harta karun yang membunuh prof. seno. suatu ketika jelita dewasa (lydia kandou) yang telah menjadi perawan rimba berhasil menyelamatkan ekpedisi haidar yang mendapat serangan suku terasing. peristiwa itu sekaligus mempertemukan jelita dengan pemburu tua yang ternyata ayahnya kemudian meninggal karena lukanya.,Laga
Algojo: Perang Santet (Aug),"desta terlahir dalam sanak saudara bahagia. namun, kebahagiaan dalam sanak saudara itu tidak bertahan lama ketika sebuah kiriman ilmu hitam menyebabkan meninggal kedua orang tuanya. desta tumbuh menjadi penyendiri dan penuh...",Laga
Modus Anomali (Ritual) (Aug),seorang laki-laki harus menyelamatkan kedua anaknya ketika mereka menghilang saat liburan di hutan.,Laga
Rio sang juara (Aug),"rio harus menggunakan kepalan tangan untuk nasib sebagai tukang parkir pembohong. ketika masalah parkir itu dibenahi pemerintah daerah, maka ia kehilangan sumber hidupnya. apa yang akan dia lakukan?",Laga
Perawan Rimba (Aug),perempuan melarikan diri dari penjara brutal.,Laga
Badai di Ujung Negeri (Aug),badai adalah marinir yang ditugaskan di pos jaga perbatasan indonesia di sebuah pulau di laut cina selatan (pulau bintan). penemuan mayat misterius mempertemukannya kembali dengan joko sahabat lama yang ditugaskan di kapal kri. anisa seorang gadis masyarakat setempat yakin kepastiannya dengan badai. badai ragu untuk mengambil keputusan karena dia bisa memindahkan tugaskan kapan pun ke mana pun. dika anak nelayan kawan badai ditemukan mati. kesalahpahaman joko dan badai tentang wafat adik nugi joko mempengaruhi kerjasama mereka dalam menemukan siapa pembunuh dika dan mayat-mayat lainnya yang belakangan bermunculan terapung di laut. badai dan joko dijebak ke pulau terpencil sementara para pembunuh merencanakan pembajakan sebuah kapal tanker di laut perbatasan memanfaatkan konflik kelemahan di antara mereka dan kondisi kapal kri yang sudah tua,Laga
Love in Perth (Aug),lola gadis 16 tahun mendapat beasiswa di smu ternama di perth australia. sahabat baik bernama beni yang benar-benar naksir di dalamnya berkata bahwa dia menunggu lola untuk kembali menceritakan perasaannya sejak lola mengatakan - hanya tiga tahun pergi itu tidak selamanya dan begitu beni menunggu.,Laga
5 cewek jagoan (Aug),"film aksi laga tahun 1980 dari indonesia yang disutradarai oleh danu umbara. film ini dikenal sebagai film indonesia pertama yang mengetengahkan hanya gadis sebagai tokoh laga utama. film ini dibintangi oleh yati octavia, lydia kandou, eva arnaz, dana christina dan debby cynthia dewi.",Laga
Silariang the Movie (Aug),sepasang kekasih di makassar cia (dinda surbakti) dan ali (jeyhan kler) ini menghadapi jalan menanjak dalam menggapai cinta mereka. remuk rapuhnya mempertahankan kisah kasih yang dipenuhi kisah balas dendam masa lalu. cerita berawal dari sebuah sanak saudara petta lolo (zulkifli gani ottoh) dan istrinya yang diperankan ika kdi yang sedang bersiap menuju ke pesta pernikahan. rencana ke pesta batal karena mereka mendapati putrinya kaku tak bernyawa di dalam ruangan. si putri bunuh diri karena sakit hati kekasihnya menikah dengan perempuan lain dan juga saat itu si putri telah berbadan dua. tragisnya kekasih sang putri adalah kerabat yang berbicara hajatannya oleh petta lolo. tahun berganti cia juga putri petta lolo tumbuh dewasa. ia jatuh cinta kepada seorang pemuda bernama ali. ketika cinta sudah begitu dalam barulah cia mengetahui bahwa ali adalah saudara dari perempuan yang bunuh diri karena ulah kakaknya. hubungan ini pun semakin rumit. tak ada restu dari kedua keluarga. beruntung cia dan ali memiliki sahabat-sahabat yang setia. ada ati (nur fadillah) rio (ikram noer) dan mamak ramlah (husen) yang selalu memberi nasehat dan dukungan. toh tetap saja jalan pintas dipilih cia dan ali. mereka kawin lari atau disebut juga silariang. mengetahui putrinya silariang bersama ali daeng mariolo (syahriar tato) berang. daeng mariolo mengutus orang suruhannya untuk mencari keduanya. siri harus ditegakkan. bagaimana akhir perjalanan cinta ali dan cia? akankah keduanya membayar semua balas dendam masa lalu demi harga diri?,Laga
Get Married (Aug),get married film yang mengangkat kehidupan 4 anak muda yang mangakui dirinya sebagai anak muda paling mengecewakan se-indonesia. mae (diperankan nirina zubir) obsesi terbesarnya adalah menjadi film get married yang mengangkat kehidupan 4 anak muda yang mangakui dirinya sebagai anak muda paling frustrasi se-indonesia. mae (diperankan nirina zubir) obsesi terbesarnya adalah menjadi seorang polisi perempuan tetapi justru oleh orangtuanya dimasukkan ke akademi sekretaris dan bergelar sarjana. eman (diperankan aming) yang ingin mengabdikan dirinya di dunia politik dan menjadi politikus sejati malah dimasukkan ke pesantren oleh orang tuanya. anak muda yang tidak beruntung selanjutnya adalah beni (diperankan ringgo agus rahman) yang bercita-cita jadi petinju tetapi masuk sekolah pertanian. sedangkan guntoro (diperankan desta clubeighties) yang selalu berangan-angan jadi seorang pelaut dan bisa berkeliling dunia malah selalu bermimpi dengan komputer ia mengikuti kursus komputer. jadilah mereka anak-anak muda yang kecewa yang mengisi hari-hari mereka dengan bermain gaple bersama di sebuah gubug di pinggiran kali. tiba-tiba saja ada kesadaran pada orang tua mae (diperankan jaja mihardja dan meriam bellina) bahwa setiap manusia mestilah berkembang biak. sedangkan satu-satunya penerus yang mereka miliki hanyalah mae. tapi mae yang tomboi yang tak pernah merawat diri sebagai perempuan sejati tak menyentuh kosmetik pasti tidak alias dilirik laki-laki baik laki-laki satu kampung atau dari luar. dan lebih parahnya lagi setiap harinya ia bergaul dengan tiga pemuda tidak jelas dan sewaktu-waktu bisa mengganggu keselamatan laki-laki yang mendekatinya. akhirnya mae pun mencarikan jodoh di luar kampung. tak disangka ternyata yang berminat hanya anak muda yang cuma bermotor bebek. sementara selera mae sangat tinggi. ingin punya suami yang gagah dan meneng. terbesit keinginan untuk dijodohkan dengan seorang olahragawan bertubuh kekar. tapi sayangnya mae tetap menolak dan akhirnya ke-3 sahabatnya turun tangan untuk mengenyahkan si laki-laki kekar ini. sampai akhirnya muncullah sang pangeran rendy (diperankan richard kevin) seorang pemuda yang tampan dan kaya yang mampu membuat mae jatuh cinta pada pandangan pertama rendy yang tak lain adalah bos dari si bodyguard yang pernah melamar mae. tidak berbeda dengan mae rendy juga sedang dikejar-kejar oleh mamanya untuk segera mencari istri. rendy yang sedang mencari gadis unik beda dengan gadis-gadis lain yang seragam pun juga jatuh cinta pada mae. tapi ulah ketiga sahabatnya eman beni dan guntoro yang belum bersedia berpisah dengan mae membuat hari-hari ceria yang ada di depan mata mae hancur berantakan. bu mardi ibu mae jatuh sakit karena memikirkan anaknya yang tak juga berjodoh. bila ia mati dan mae belum kawin maka ia terancam akan menjadi hantu. mae pun panik dan berusaha menyelamatkan nyawa ibunya. karena tidak tahu harus menikah dengan siapa maka calon yang ada hanya tiga sahabatnya itu. bagi eman beni dan guntoro ini sangat menggelikan. tapi akhirnya mereka menyadari ini merupakan ujian persahabatan bagi mereka. ke tiga laki-laki ini pun berunding di gubuk kebanggaan mereka dan menetapkan siapa yang akan menjadi pendamping mae. perundingan ditentukan dengan setelan yang kalah dan yang menjadi pengantin laki-laki adalah guntoro tetapi beberapa hari menjelang pernikahan tiba-tiba saja guntoro sakit. perundingan kembali dilakukan dan pilihan jatuh pada eman. senada dengan guntoro eman pun tiba-tiba sakit. tinggallah ben yang tersisa. mau tak mau ben yang menjadi pendamping mae. pesta pernikahan pun digelar tetapi dari pihak luar tidak menerima mae direbut oleh ben. rendy membawa pasukan harley-nya menyerbu kampung mae dan terjadilah tawuran tak terkendali.,Laga
Catatan si boy 5 (Aug),boy (onky alexander) setelah menyelesaikan kuliahnya mencoba membangun bisnis di san francisco. di sana ia memiliki bos yang cantik bernama sheena (sophia latjuba) yang diam-diam juga menyukai boy. emon (didi petet) kemudian datang ke tempat boy dan di jalan ia menemukan anak terlantar yang dibawanya pulang. cindy (paramitha rusady) yang juga datang ke tempat boy segera cemburu menyaksikan keakraban boy dengan sheena. sementara emon kemudian menemukan bahwa anak yang ia temukan adalah seorang anak yang lolos dari penculikan. dia bermaksud mengembalikan anak itu kepada orang tuanya tetapi penangkapannya tertangkap. mereka berusaha merebut anak itu dari tangan emon tetapi gagal. akhirnya emon dapat menyerahkan anak itu kepada orang tuanya tetapi dia ditangkap oleh polisi karena penculikannya. untung ada boy cindy dan sheena yang mencoba klarifikasi.,Laga
Kado Hari Jadi (Aug),seorang laki-laki muda terbangun dirantai ke kursi logam di sebuah ruangan yang dicat warna merah jambu yang memuakkan dan diterangi oleh satu blok lampu neon yang menyilaukan di sebelah kanannya. sebuah pisau silet digantung di tali di depannya dan pensil berwarna merah muda tajam ditujukan pada mata dan perut kirinya. dia tidak tahu di mana dia berada atau mengapa dia ada di sana. secara berkala seorang cewek muda cantik mengenakan gaun musim panas bermotif bunga memasuki ruangan dan melakukan tindakan yang kejam dan dianggap sebagai penyiksaan yang tampaknya tidak masuk akal. siapa dia? kenapa dia melakukan ini? apa yang telah dia lakukan untuk mendapatkan ini? dan yang paling penting apakah dia akan bertahan?,Laga
Catatan si boy 2 (Aug),priska (vena melinda) dan vera (meriam bellina) sahabat ketika mereka sama-sama kuliah di los angeles. priska adalah saudara emon (didi petet). ketika vera dan priska kembali ke indonesia mereka langsung berpisah. vera tetap di jakarta sementara priska tinggal di bandung. emon memperkenalkan priska pada boy (onky alexander). priska tertarik dengan penampilan dan kebaikan boy. boy hanya menganggap priska sebagai gadis yang cantik dan simpatik. kebaikan boy ditampilkan ketika boy bersedia mengantar priska ke bandung. suatu hari boy bertemu dengan vera dan sejak saat itu mereka kembali saling tertarik dan bercinta. ketika reli pembukaan berlangsung dimana boy serta emon ikut dalam pertandingan tersebut vera dan priska bertemu. priska ingin menyaksikan saudaranya emon serta boy bertanding sementara boy kaget memperhatikan keakraban vera dan priska. di tempat itulah vera menyatakan pada priska bahwa dia mencintai boy. priska bias menyembunyikan perasaannya ketika vera mengatakan memang sejak lama mereka saling jatuh cinta. boy menemui priska mengatakan keterus-terangannya bahwa ia dan vera sudah saling bercinta. priska kecewa karena priska juga menginginkan boy mencintai dirinya sendiri. ketika boy mengantarkan priska ke rumah emon saat itulah vera muncul konflik yang terjadi vera mengira by dan priska pacaran. dugaan ini diperkuat dengan intrik-nya ocha vera ingin menemui boy tetapi boy sudah pergi ke bandung dan betul boy sedang berdansa dengan priska di discotique bandung. sebenarnya boy ke bandung menemui priska cuma minta tolong pada priska menjelaskan sebenarnya hubungan mereka. jangan sampai vera salah paham atas kebaikan boy pada priska. priska akhirnya menemui vera yang selama ini sulit untuk ditemui. priska menjelaskan hubungan boy dengan dirinya sebenarnya cuman sahabat biasa. priska juga mengatakan bahwa boy adalah lelaki yang baik yang pernah ia kenal. vera sadar dan kembali pada boy sambil minta maaf. hubungan mereka jadi intim kembali.,Laga
The Raid 2 (Aug),"dia pikir ini sudah berakhir. setelah berjuang keluar dari sebuah gedung yang penuh dengan gangster dan orang gila - sebuah pertarungan yang meninggalkan tubuh polisi dan gangster yang bertumpuk di lorong - polisi jakarta rama berpikir itu sudah selesai dan dia bisa melanjutkan kehidupan normal. dia tidak mungkin lebih salah. meski tangguh lawan rama di gedung yang tak ada nilainya tidak lebih dari ikan kecil yang berenang di kolam yang jauh lebih besar dari yang pernah ia impikan. dan kemenangannya atas gorengan kecil telah menarik perhatian para predator lebih jauh ke rantai makanan. keluarganya dalam ancaman rama hanya memiliki satu pilihan untuk melindungi putra dan istrinya yang masih bayi: dia harus menyamar untuk memasuki dunia kriminal bawah sendiri dan mendaki melalui pasukan hierarki yang bersaing sampai itu membawa ke politisi korup dan polisi menarik tali di bagian atas tumpukan. maka rama memulai pengembaraan baru berupa kekerasan sebuah perjalanan yang akan memaksanya menyisihkan kehidupan dan sejarahnya sendiri dan mengambil identitas baru sebagai pelaku kekerasan ""yuda."" di penjara dia harus mendapatkan kepercayaan dari uco - putra gembong pergaulan terkemuka - untuk bergabung dengan pergaulan itu sendiri meletakkan hidupnya sendiri di garis depan dalam semua langkah yang tidak ada habisnya untuk mengakhiri seluruh pembusukan bisnis.",Laga
Badai di awal bahagia (Aug),saat mengendarai mobil rhoma (rhoma irama) menyaksikan sekeliling mobil tengah beraksi. rhoma memberitahu polisi lewat radionya dan langsung menghadap para merpati. tak lama kemudian polisi datang menangkap. akibatnya dedi (dessy linasari)anak rhoma diculik dan minta ditebus. rhoma tidak mau melapor polisi karena khawatir keselamatan anaknya. ia membawa sendiri uang tebusan yang dengan mudah dianggap kurang oleh pihak bank. rhoma memaksa bank. peristiwa ini membuat kaget masyarakat karena berbagai koran menyebut rhoma sebagai biang keladi merangkulan bank. maka rhoma pun marah dan bekerja sama dengan polisi menumpas kawanan itu.,Laga
Hearts of Fredom (Aug),setelah menyelesaikan misi yang berakhir tragis dengan kehilangan anggota kelompok ini kesetiaan kelompok ini kembali diuji dengan mundurnya pimpinan mereka amir (lukman sardi) dari angkatan darat. tanpa pemimpin dan dengan dirundung kesedihan karena kehilangan mereka para kadet membawa dendam mereka dalam perjalanan misi mereka ke bali tempat dayan yang bisu (t. rifnu wikana) tinggal untuk membalas dendam kepada belanda. mereka dikirim ke bali untuk membunuh kolonel raymer (michael bell aktor berbakat dari inggris yang meninggal april lalu) yang telah membunuh kerabat tomas (donny alamsyah) di awal trilogi ini. tomas telah dipilih sebagai pemimpin baru dari kelompok kadet ini. menghadapi meriam kapal perang belanda marius yang playboy dan peminum (darius sinathrya) harus mengatasi rasa takutnya karena persaingannya dengan tomas untuk memperebutkan senja seorang gadis berdarah biru (rahayu saraswati). sesampainya di bali kelompok taruna ini menyelamatkan dayu (ranggani puspandya) dari kekejaman kelompok milisi knil kolonel raymer tetapi salah satu dari kelompok kadet ini hampir saja mati dihilangkan. saat kawan mereka sedang berjuang antara kehidupan dan mati kelompok kadet ini bertemu dengan pemimpin pemberontak bawah tanah wayan suta (nugie). tomas bertabrakan dengan pimpinan mereka terdahulu amir (lukman sardi) saat mereka merencanakan serangan terakhir untuk melawan milisi raymer yang menimbulkan pertanyaan: sejauh mana revolusi ini bisa menghancurkan kejahatan dan tetap mempertahankan idealismenya?,Laga
